代碼,公司,年,現金股利率,流動資產,流動負債,資產總額,固定資產,無形資產,其他資產,本期產生現金流量,財務槓桿度,營業費用─研究發展,市值(百萬元),負債總額
code,name,year,dividend,ca,cl,asset,fasset,iasset,oasset,cf,leverage,rnd,mv,lia
3057,喬鼎,2010,0,1858438,1524725,3149659,213362,0,585117,-387725,0.77,224756,4402,1537909
3057,喬鼎,2009,2.71,1312372,272773,2075417,209374,0,98263,70813,1,208150,3898,284856
3057,喬鼎,2008,4.82,1239908,257999,1970617,226948,0,93796,168890,1,217915,1576,269758
3057,喬鼎,2007,0,1312645,302083,1966372,238790,0,105766,92312,1,179386,2438,315537
3057,喬鼎,2006,0.29,1179394,385999,1806876,218599,0,107313,-41890,1,162123,3860,395987
3058,立德,2010,6.33,1499529,2084727,4234285,740225,15608,27263,24098,0.91,137708,2857,2086460
3058,立德,2009,6.25,1091320,1036370,2928731,40720,511,57145,69476,0.99,105765,3592,1038167
3058,立德,2008,9.76,912770,745174,2458174,23562,1074,58524,-166671,0.74,79415,867,751833
3058,立德,2007,4.34,1281845,988539,2590180,25380,511,51929,164948,1.1,63692,1565,997768
3058,立德,2006,5.52,1172005,1052419,2360371,22750,6261,71709,-93211,1.35,70788,2322,1078206
3059,華晶科,2010,4.35,6257846,6850097,18592839,2272337,0,39673,-3264845,1,1115780,17207,7697722
3059,華晶科,2009,4.21,9833580,7894782,20110792,487431,0,42840,2317619,1,1178155,24440,8784829
3059,華晶科,2008,7.15,9497765,7723853,18183246,398615,0,55036,-1856330,1.04,1025218,9523,8615477
3059,華晶科,2007,5.63,9640229,5966684,15736275,73998,0,34235,-2060771,1.04,560895,13411,7434348
3059,華晶科,2006,5.01,8423225,3403407,11942142,89069,0,23138,2750796,1.02,461880,14535,5163656
3060,銘異,2010,4.29,2817521,2047626,6456866,87015,0,17522,340501,1,101136,15694,2173568
3060,銘異,2009,5.37,2592441,2265172,5875712,81121,0,15338,47484,1,68732,6678,3039028
3060,銘異,2008,6.27,2200483,2307940,5058595,113131,0,14470,399517,1,80983,3036,2481078
3060,銘異,2007,7.25,1885416,1618066,4138026,123495,5715,12373,-548359,1,85946,4924,1755801
3060,銘異,2006,5.54,2146127,1267381,4068053,139559,3534,14234,503290,1,80365,6713,2036345
3062,建漢,2010,1.67,6344071,2567779,7484640,317770,0,147147,-817631,1,422958,13637,2581813
3062,建漢,2009,3.02,6992549,2811130,7877981,344965,0,149720,1662319,1,451690,16463,2811586
3062,建漢,2008,1.78,5254935,2580409,7165100,499977,0,251514,159219,1.02,484344,7330,2580865
3062,建漢,2007,1.52,5145331,2138974,6862285,532200,0,81258,818041,1.05,401324,20053,2138974
3062,建漢,2006,1.33,4393625,2168532,6387123,562708,0,99490,1163123,1.01,431306,21016,2171778
3090,日電貿,2010,5.87,1700116,670767,2438376,133017,1494,48757,-49656,1,0,2787,683945
3090,日電貿,2009,4.68,1546877,727638,2238330,169567,1736,5563,281903,1.01,0,2831,741206
3090,日電貿,2008,14.93,1219884,549007,1893266,134908,791,5126,28161,1.01,0,1060,560238
3090,日電貿,2007,7,1537388,740543,2218167,88865,2351,6607,-129984,1.01,0,2752,770751
3090,日電貿,2006,2.6,1559273,741115,2042729,90673,2136,5423,134182,1.01,0,3231,770983
3094,聯傑,2010,2.7,766147,73666,1433014,186538,6444,125311,101324,1,87771,3545,91811
3094,聯傑,2009,2.29,675791,72323,1387427,193991,9031,135919,135508,1,98041,4047,89995
3094,聯傑,2008,3.09,586614,52334,1253980,171806,11454,167849,-257479,1,75771,1382,71928
3094,聯傑,2007,1.69,987107,102948,1509619,149550,1116,196938,499659,1,65543,6293,117489
3094,聯傑,2006,3.8,343359,81581,840413,152959,0,172676,919,1,69631,,97030
3130,一零四,2010,5.18,1243542,376118,1583022,131755,24976,44223,278511,1,82243,3939,377250
3130,一零四,2009,5.19,964556,277559,1359879,125416,20768,27101,-15077,1,70493,2970,278141
3130,一零四,2008,6.28,1002434,284437,1340290,148903,20327,27002,102005,1,94917,2274,286204
3130,一零四,2007,4.65,937836,262052,1298144,183554,13705,22184,111919,1,125848,4117,266299
3130,一零四,2006,3.67,947468,226604,1293218,220188,7843,26616,214238,1,95949,6429,232499
3149,正達,2010,0.17,2699615,1574314,5619551,1820030,290,67586,307581,1.03,72560,,2555470
3149,正達,2009,0,838925,468404,2738945,1262781,347,17921,112865,0.96,69589,,1288267
3149,正達,2008,0,593538,244055,2294126,1239806,0,17752,-677714,0.94,79932,,716981
3149,正達,2007,0.21,1397607,444941,2249388,725569,0,28022,818882,1.06,21189,,540297
3149,正達,2006,0,270932,139428,745890,333820,0,141138,45004,1.06,4549,,247519
3189,景碩,2010,3.03,11758477,3307546,24294310,7564021,9786,49638,136378,1.01,665457,44154,4327290
3189,景碩,2009,2.69,11511595,2616152,22153636,8183870,2842,76380,-892630,1,632414,38177,3354154
3189,景碩,2008,6.49,9979961,1943644,20000606,9132040,1842,90402,173191,1.01,607996,13736,2156339
3189,景碩,2007,3.92,10900879,2179476,20169562,8951527,2072,128862,1214528,1.01,510472,44410,2509719
3189,景碩,2006,3.13,8588557,1915228,17673719,8975061,0,89413,3520810,1.01,488979,37344,2402462
3209,全科,2010,3.74,2560675,1741252,3185249,150787,0,6663,11692,1.07,57226,2721,2049414
3209,全科,2009,5.82,1502071,1025504,2044734,146317,0,5153,6764,1.06,47392,1550,1061010
3209,全科,2008,11.38,1556117,1037440,2006243,149379,0,3120,-62292,1.16,50908,751,1070622
3209,全科,2007,4.46,1328598,844480,1711831,150918,0,4636,70834,1.28,46687,1002,865209
3209,全科,2006,2.98,1191005,734339,1521857,156482,0,5392,-12514,1.32,40211,1229,750340
3229,晟鈦,2010,2.93,408282,215906,956922,109039,7888,8475,-53021,1,0,850,226394
3229,晟鈦,2009,0.58,461242,173261,916539,111095,5597,7010,-32684,1.02,0,1046,173937
3229,晟鈦,2008,1.34,550297,417108,1089221,127934,0,4045,137707,1.03,0,431,417108
3229,晟鈦,2007,0.47,422277,209544,938030,146161,3765,66568,-41725,1.03,0,1029,333744
3229,晟鈦,2006,7.26,471061,323024,966574,159656,6596,73215,-89011,1.02,0,947,342009
3231,緯創,2010,5.35,132189851,119201949,178447239,5507480,1822028,2160416,5501466,1.04,9132032,117665,121577559
3231,緯創,2009,4.36,124439382,95275485,155936630,3629796,1664425,1977669,6036582,1.04,7994537,115771,102857977
3231,緯創,2008,4.34,83578899,59908638,107892893,4076404,2020162,2407326,6305189,1.09,6219161,37764,71021668
3231,緯創,2007,4.48,64929945,48164020,81421819,3317358,632651,965407,-5513959,1.07,4221271,83330,48683579
3231,緯創,2006,4.53,46243704,29902454,58650515,2948245,315281,1048880,4390934,1.16,2870783,61582,29924687
3257,虹冠電,2010,4.39,549735,108011,672744,89557,0,2218,71985,1,81942,,133635
3257,虹冠電,2009,,426735,108627,524812,76940,0,2216,88571,1.01,53286,,135971
3257,虹冠電,2008,,347542,65346,439042,76725,0,712,-21171,1.02,55944,,97072
3257,虹冠電,2007,,364965,98520,414335,30298,0,1316,32740,1.02,55572,,114474
3257,虹冠電,2006,,378082,132359,443623,30536,,1176,,1.14,,,164159
3296,勝德,2010,2.48,1381317,706297,2839137,113508,3633,28752,-140427,1.01,136642,4483,873229
3296,勝德,2009,6.07,1702423,975681,3185585,116291,0,14468,313014,1.12,138709,4175,1065533
3296,勝德,2008,7.87,1482541,822084,2776073,121584,855,2720,55759,1.04,113815,1401,847512
3296,勝德,2007,6.52,2105721,990653,3275920,130194,0,6964,268799,1.05,113911,5671,1157473
3296,勝德,2006,5.88,1846900,865081,2552397,123502,2603,12709,-361673,1,96667,4663,875199
3305,昇貿,2010,3.98,2196897,1138282,4632193,311542,6373,84241,16181,1.12,90287,5302,1631704
3305,昇貿,2009,2.86,1575933,563434,4036380,307603,5561,86030,-62185,1.18,92987,6935,1186900
3305,昇貿,2008,5.84,1634228,904663,3624291,340764,5926,11363,58162,2.43,93270,1816,1594563
3305,昇貿,2007,2.28,1922696,966176,3642169,317691,5166,16128,-80908,1.37,58200,3989,1778377
3305,昇貿,2006,2.77,1719383,583814,2971066,321277,0,11720,137756,1.18,79784,6207,1359252
3308,聯德,2010,0,1720714,1201710,3188346,237969,2077,115619,-148255,0.59,82368,1998,1760563
3308,聯德,2009,2.53,2024904,1489266,3385459,41362,3336,229948,390663,1.09,67733,2520,1914926
3308,聯德,2008,8.22,1409141,1073053,2651340,44545,4031,122259,-787949,1.04,82023,1309,1188370
3308,聯德,2007,6.73,2942855,2312955,3771036,49382,0,14927,1052612,1.01,67056,,2518458
3308,聯德,2006,8.42,2470897,2073366,3204885,42390,0,12728,-272142,1.01,38672,,2102540
3311,閎暉,2010,6.73,3765110,1780818,8982662,173875,0,48189,-134545,1.04,220784,16183,3207825
3311,閎暉,2009,3.78,4041498,1801911,8472765,124065,0,16757,1258108,1.04,221489,20233,3237289
3311,閎暉,2008,7.2,3036467,1176855,5790571,150958,0,11487,-3664,1.05,172524,6700,1372321
3311,閎暉,2007,3.43,2766991,1258733,5780753,203214,0,16118,193884,1.09,144371,19142,1631212
3311,閎暉,2006,2.54,3005078,1210074,5182503,226719,0,17029,52561,1.07,108669,19887,1843413
3312,弘憶股,2010,2.51,2504849,1435557,2600951,6868,639,6592,-207559,1.03,19624,1560,1435557
3312,弘憶股,2009,7.46,2393894,1564380,2500025,9123,8735,16224,276847,1.01,21057,1933,1565054
3312,弘憶股,2008,0,1481843,857015,1621192,13201,15981,19151,-104944,1.28,23327,321,858141
3312,弘憶股,2007,0,2056023,1013532,2240733,8192,24521,27947,-136900,1.28,21601,799,1522693
3312,弘憶股,2006,0,1962804,1150548,2106538,7263,0,2430,43608,1.29,19907,797,1452915
3321,同泰,2010,0,1276024,670039,1957920,290824,530,123148,195649,.,12127,,1680471
3321,同泰,2009,0,991429,520153,1959497,340456,2292,327904,4248,.,20032,,1842681
3321,同泰,2008,0,1436621,893511,2873476,715589,3062,185694,-51398,.,28087,,1955541
3321,同泰,2007,0,1247336,736084,2659893,876827,5272,172723,-24338,.,29183,,1462615
3321,同泰,2006,0.74,1449840,928172,2879075,1015169,7478,177853,-41820,1.16,31532,,1679451
3338,泰碩,2010,0,715314,631182,1331113,187093,9570,36857,-41384,0.84,36470,,750831
3338,泰碩,2009,0,700593,609439,1318025,186883,12312,44026,-99489,0.85,31561,,737614
3338,泰碩,2008,0,716851,603742,1225239,188819,13343,42454,7843,0.68,37538,,654066
3338,泰碩,2007,2.96,777327,461663,1220871,195337,10884,23748,16321,1.32,53110,,517206
3338,泰碩,2006,0,694175,397749,1113674,199587,13362,31444,7496,1.18,47851,,460185
3356,奇偶,2010,4.81,1472541,472320,1730380,17163,0,107738,-214712,1.02,174648,5005,594219
3356,奇偶,2009,5.88,1440539,146630,1751890,8625,0,22110,-152095,1.02,154606,6545,517436
3356,奇偶,2008,8.55,1554608,188640,1893498,8273,0,21959,167390,1,156000,5630,569224
3356,奇偶,2007,3.68,1339657,110445,1534050,7219,0,16307,137794,1,102360,14389,203716
3356,奇偶,2006,5.38,1126000,89194,1256164,7598,4032,16455,87076,1,80850,7868,127339
3376,新日興,2010,3.84,3022306,779502,8672997,1404196,0,46921,-950588,1,140320,12389,1211009
3376,新日興,2009,3.45,4075029,841197,8982479,1246968,0,38586,194292,1.02,185401,23880,1280619
3376,新日興,2008,4.88,4418414,1026421,8458863,1310332,0,41259,760801,1.02,167691,10182,2777617
3376,新日興,2007,2.26,3164202,982590,5879236,1020361,0,31761,108969,1,140372,22200,1350844
3376,新日興,2006,1.12,2843363,897888,4638568,717778,0,20252,365371,1,87974,19715,1142390
3380,明泰,2010,5.97,11646678,5996523,15237888,935410,143518,237261,-1986250,1.01,1603076,11890,6157757
3380,明泰,2009,4.6,10767096,4824503,14088141,946304,155031,227694,1057163,1.02,1214327,13102,5374752
3380,明泰,2008,4.2,9777349,4205917,12750897,1069673,166543,252845,422822,1.06,1261267,8505,4757220
3380,明泰,2007,6.68,9961430,5038501,13021236,1177255,190430,280309,-198318,1.03,1178436,12471,5118194
3380,明泰,2006,5.45,9736417,4806498,12376549,1185176,134883,261388,2097510,1.04,955103,11214,5981272
3383,新世紀,2010,0,3218550,2430989,9137838,5396627,10347,53566,181345,1.03,157800,10040,4754556
3383,新世紀,2009,0,1810209,944560,3856142,1747003,3524,100336,385625,0.84,118846,5838,1689208
3383,新世紀,2008,1.47,1485800,513902,3378031,1676014,4815,62814,103031,1.08,54145,3410,1579369
3383,新世紀,2007,0,1067629,440273,2548996,1423802,5740,53392,258953,1.08,45170,6694,1105645
3383,新世紀,2006,,486461,473189,1256788,737761,11650,28393,-10766,1.07,33110,,621808
3406,玉晶光,2010,0.44,1987597,1735258,5081659,865298,15924,146034,447746,1.54,144489,29982,1962629
3406,玉晶光,2009,0,755679,345388,3107214,809360,10961,187156,-23021,0.97,118083,4391,482872
3406,玉晶光,2008,0,1024793,462881,3641670,871081,13432,138873,-362754,1.01,114832,1891,474126
3406,玉晶光,2007,0,956051,107671,3913623,549354,2569,207843,-1097207,1,64821,3867,155447
3406,玉晶光,2006,2.17,2161111,264740,4737294,418093,7743,29497,-614560,1,42903,10495,457258
3413,京鼎,2010,0,2177359,2232702,2918494,311728,0,43328,-306339,0.75,159113,,2249378
3413,京鼎,2009,0,1408105,1430597,1994455,322544,0,58382,244463,0.9,116398,,1447818
3413,京鼎,2008,0,1355855,1544342,2220748,366819,67,45061,67224,0.81,121390,,1582735
3413,京鼎,2007,0,1774141,1491948,2823292,390025,133,50147,-51068,-1.26,95786,,1752799
3413,京鼎,2006,0,1804277,862207,2458784,373819,480,29833,-304623,1.22,78430,,1495524
3416,融程電,2010,5.03,1058054,218330,1594772,299239,2175,76814,121219,1,121067,3439,498698
3416,融程電,2009,4.68,782260,151205,1155330,294086,2385,22024,-56882,1,100857,3118,151205
3416,融程電,2008,7.12,872246,174669,1141801,206422,3351,19133,41368,1,97832,1934,174669
3416,融程電,2007,2.99,835408,174221,1081556,208238,4612,19910,406644,1,75372,2975,174221
3416,融程電,2006,2.71,314369,139230,532866,112191,0,103306,-41205,1,53003,,139549
3419,譁裕,2010,0,847855,303982,1951905,206711,3831,9741,69907,24.81,96570,1726,706806
3419,譁裕,2009,0,882746,543883,2058739,227725,6709,17833,-180906,0.21,90097,1583,720737
3419,譁裕,2008,0,1163774,970593,2345743,242621,6709,20359,145196,1.1,94782,519,976694
3419,譁裕,2007,1.51,1057894,594894,2380528,259696,12768,37459,103332,1.16,88326,2366,984304
3419,譁裕,2006,0.42,881602,784205,1995875,247945,7512,30506,71054,1.15,65326,2743,847745
3432,台端,2010,1.52,793961,370489,2178118,80294,7200,11906,295492,1.02,12012,2162,492928
3432,台端,2009,0.2,890123,691578,2208057,84334,9600,13619,-180362,1.03,16139,,823550
3432,台端,2008,,977009,631490,1972572,87736,0,1452,201356,1.03,11077,,736228
3432,台端,2007,,770321,555629,1684289,135141,332,1756,-10805,1.02,8329,,660889
3432,台端,2006,,781564,524132,1555765,162954,410,2816,-7427,1.01,7308,,674534
3437,榮創,2010,0,1422995,1656321,2936367,1447333,0,50310,-171354,.,93027,,1990988
3437,榮創,2008,0,978550,1635052,2634887,1574410,0,44261,-164586,0.87,83697,,2007390
3437,榮創,2007,0,1989029,1625313,3519267,1374466,0,65437,96957,2.73,101451,,1920314
3437,榮創,2006,0,1292405,1085402,2692075,1133253,0,151863,-116536,0.76,105294,,1941559
3443,創意,2010,2.46,3831201,1440653,4688777,412211,0,360106,202578,1,903244,16295,1505490
3443,創意,2009,1.18,3270463,1276025,4074386,440526,0,289202,-250512,1,883774,22369,1296078
3443,創意,2008,2.97,3096164,1335782,4020773,487367,0,388806,-135194,1,721758,14464,1381878
3443,創意,2007,1.5,2823756,1306189,3630515,448398,0,347106,494719,1,474229,25228,1327985
3443,創意,2006,0.85,2150024,1033845,2789780,379121,0,251558,180661,1,375043,16446,1080986
3450,聯鈞,2010,5.33,1024655,517026,2264521,1231296,2410,8570,-85948,1,69301,5748,598946
3450,聯鈞,2009,4.41,717540,325689,1853139,1093655,1588,41944,205479,1.03,49486,3475,481422
3450,聯鈞,2008,3.4,766344,504149,2049538,1230564,3970,52630,-409803,1,45800,1128,733696
3450,聯鈞,2007,4.16,917176,263763,1925542,942656,6280,44304,182651,1,34585,2752,263763
3450,聯鈞,2006,4.1,669451,163848,1761926,1023959,6980,56516,63703,1.02,30690,2873,163848
3454,晶睿,2010,3.67,1127218,271134,1565606,321277,16262,30653,160226,1.01,152189,4115,341805
3454,晶睿,2009,2.11,859907,247041,1317333,333112,9688,31148,73254,1,96867,2635,338979
3454,晶睿,2008,6.04,688283,150868,1073977,219948,16583,48963,-85088,1,96444,1065,152248
3454,晶睿,2007,3.13,903257,161121,1219215,223260,22873,57655,-379,1,116519,4065,168021
3454,晶睿,2006,5.03,1071818,191400,1275550,129575,42445,74157,116359,1,81154,3840,203820
3481,群創,2010,0,172390026,221257372,671937165,396860728,17647004,34823892,11880172,0.72,7158832,294700,413182419
3481,群創,2009,0,78139069,45845830,170934082,74518478,0,3449674,-22430020,0.93,1734751,154442,76244283
3481,群創,2008,0.83,94441666,42292917,151703279,45718748,0,1116530,6021112,1.18,1507254,75749,55278949
3481,群創,2007,1.37,95900821,30610623,137784594,34036791,161228,1928574,38764729,1.06,1388666,302612,42482255
3481,群創,2006,0.34,41436838,32054940,84946740,40512573,0,919833,6195650,1.3,1354389,137469,49510412
3494,誠研,2010,1.24,923715,565623,2026071,20368,0,49980,-175713,1.05,105100,4900,628079
3494,誠研,2009,3.81,936026,284071,1908459,15883,0,52639,86706,1.02,105114,3660,484071
3494,誠研,2008,11.15,1160096,617935,2007616,20257,0,66139,-140369,1,108501,1074,624124
3494,誠研,2007,3.42,904736,270447,1697682,16696,0,60598,248707,1,77118,2413,355844
3494,誠研,2006,3.33,766499,226401,1398428,2078,0,99282,-14428,1,72235,,363061
3501,維熹,2010,7.33,2319504,504185,4817330,346648,3517,210177,-338859,1,12889,5599,597733
3501,維熹,2009,5.3,2652222,702168,4797416,397557,1664,158800,521504,1,13270,6814,727306
3501,維熹,2008,6.12,2323773,294851,4015132,404969,1781,207330,46402,1,26919,2431,304285
3501,維熹,2007,4.17,2171539,212959,3811004,407853,711,161529,682486,1.01,23805,4421,285322
3501,維熹,2006,1.66,1453616,291979,2850183,414870,1977,162560,92507,1.01,11766,,437798
3504,揚明光,2010,2.07,1921942,1370249,5332250,1449348,20619,42192,-387532,1,436189,20666,1616093
3504,揚明光,2009,1.25,1870493,1043099,3563929,18166,21612,22806,690890,1,348204,28116,1242698
3504,揚明光,2008,8.86,1700831,865427,3331731,30113,25325,30852,-88158,1.01,334027,3970,1042506
3504,揚明光,2007,7.13,1564180,683445,2728541,72399,15747,16942,579452,1,370544,3637,839189
3504,揚明光,2006,2.65,1472983,1277688,2632026,181336,46032,46932,-9976,2.07,251415,,1404621
3515,華擎,2010,8.22,5621409,2144776,8257612,6608,0,4038,-607514,1,229389,12596,2187104
3515,華擎,2009,6.03,6074839,2257587,8797726,8725,0,2482,335954,1,181350,18118,2489533
3515,華擎,2008,16.23,5064079,1367677,7714896,10878,0,2515,-1007016,1,129715,5380,1596719
3515,華擎,2007,8.11,5705676,1032135,8291468,12870,0,2522,2999329,1,92450,18918,1263263
3515,華擎,2006,4.27,3693780,843837,5009797,16583,0,2078,1104773,1,81849,,1072459
3518,柏騰,2010,4.05,399380,652454,5430768,880808,153,97772,-72610,0.86,83868,4942,1710152
3518,柏騰,2009,5.81,465323,336325,5114219,672565,194,87170,-106619,0.9,91104,7195,1117894
3518,柏騰,2008,5.16,630880,474523,4580045,702152,1151,66092,-9524,0.97,86657,4390,887315
3518,柏騰,2007,3.17,1326098,124738,4267328,525322,4233,38447,246920,0.84,70285,15458,332779
3518,柏騰,2006,3.65,558824,76699,2340144,341903,4472,37075,11058,0.95,36510,,231302
3528,安馳,2010,3.96,1805646,1216728,1940050,14803,4205,19732,-1029,1.05,50539,,1221912
3528,安馳,2009,6.67,1176065,672897,1242752,14288,4347,19277,-10844,1.04,37472,,675971
3528,安馳,2008,6.38,940522,508111,974227,11850,4004,21855,40448,1.06,32114,,510294
3528,安馳,2007,,879414,477357,912404,14441,499,12448,56465,1.08,20721,,481444
3528,安馳,2006,,748391,526919,776071,9914,909,11648,8834,1.17,16052,,528840
3530,晶相光,2010,0,193103,33937,227644,2051,0,32490,-75927,1,22826,,33995
3530,晶相光,2009,0,209674,26919,226987,2185,0,15128,-15182,1,21536,,26984
3530,晶相光,2008,0,233570,20611,249087,834,0,14683,-24122,1,16071,,20715
3530,晶相光,2007,2.56,290563,32840,306166,967,0,14636,-22112,1,19617,,32965
3530,晶相光,2006,,343585,84254,357867,1702,189,12580,56346,1,16599,,84625
3532,台勝科,2010,0.69,5085719,1158899,21776181,15242793,168703,1447348,1537918,1.05,0,44912,3050745
3532,台勝科,2009,0,3898997,1849402,22227344,16628574,202443,1699506,-69668,0.97,0,66942,3887133
3532,台勝科,2008,1.38,3628654,3019539,22832041,18164945,236183,1038228,-1744735,1.01,0,48019,3158286
3532,台勝科,2007,0.79,4642774,3571173,22447772,16200548,269923,1604144,1810052,1.01,0,118717,3682808
3532,台勝科,2006,0.2,2357328,2606615,13636351,10935556,303663,343241,70196,1.01,0,,2704805
3533,嘉澤,2010,4.45,3608232,1236430,6652507,60742,12458,17685,776178,1.01,44948,14696,1495903
3533,嘉澤,2009,2.44,2065622,1670809,4272097,63395,8721,18645,112900,1.01,36825,13647,1964430
3533,嘉澤,2008,9.68,1297607,967200,3138150,66960,8542,18161,-59982,1.02,35387,1417,1270039
3533,嘉澤,2007,4.77,1122866,830907,2575663,65762,11728,18222,57447,1.01,38924,2982,846241
3533,嘉澤,2006,1.72,672254,536246,1838926,64455,14838,35474,-124010,1,41747,,584323
3535,晶彩科,2010,4.04,1377419,390621,2051975,525376,28130,95165,182630,1.04,77116,2887,623747
3535,晶彩科,2009,0,1161819,334280,1789511,462493,23510,106762,-183456,0.75,95689,2206,570241
3535,晶彩科,2008,0.82,1767807,847360,2364161,450603,15941,90949,286951,1.06,121888,1140,1111589
3535,晶彩科,2007,0.43,988131,464351,1416488,339195,13480,49067,-121184,1.05,56688,,609634
3535,晶彩科,2006,0.1,764293,203328,1055501,236025,10737,50433,197955,1.05,60371,,375150
3536,誠創,2010,0,1098656,284498,1612779,56643,3073,27698,-451079,0.87,19838,1311,436527
3536,誠創,2009,0,1502209,418905,2651753,323747,4319,28152,-688481,0.84,27054,2760,721333
3536,誠創,2008,0,2627449,1359908,3944518,647773,5778,9024,1033090,-0.43,33293,1300,1482157
3536,誠創,2007,3.47,2014290,548631,3311341,731001,1671,5510,109481,1.1,41517,,1288174
3536,誠創,2006,,1446660,892612,2507431,667563,882,17671,161922,0,37466,,1141823
3545,敦泰,2010,4.41,3627285,929622,3744318,44962,62927,72071,-24363,1,462858,8678,988348
3545,敦泰,2009,2.39,3149092,704558,3248047,38665,53585,60290,45665,1,394324,10742,754370
3545,敦泰,2008,5.19,2622331,388888,2710534,41971,43946,46232,561837,1,451118,3031,439360
3545,敦泰,2007,1.23,2944347,811757,3004820,42790,15397,17683,-140213,1.04,324749,12080,852862
3545,敦泰,2006,,2646081,1216384,2702657,53364,879,3212,156338,1.04,250538,,1257769
3550,聯穎,2010,8.55,1116337,650043,4244818,118143,12317,163615,176784,1.43,6101,2574,1836528
3550,聯穎,2009,6.41,906912,1443696,4124766,154268,9706,138606,-171342,0.78,5905,,1912502
3550,聯穎,2008,11.49,1075274,1503911,4101403,182156,11461,86770,195669,0.53,7382,,1991762
3550,聯穎,2007,5.19,1279757,1583091,4000315,85468,15276,222119,-1075,3.29,5048,,1902439
3550,聯穎,2006,,2027920,1345269,3689947,78792,14198,156350,13933,1.56,2154,,1894536
3557,嘉威,2010,0,1122883,831145,3056369,830118,16030,490383,-189574,0.89,52365,2177,976758
3557,嘉威,2009,0.29,1470625,783042,3030191,1000131,482,415672,-156120,1.02,57118,4148,793550
3557,嘉威,2008,0,1051005,362610,2494729,899016,1394,456013,-256953,1,38464,853,374418
3557,嘉威,2007,0.55,1516033,394813,2152821,604657,1917,12577,728913,1,18344,,394813
3557,嘉威,2006,,328573,80757,504912,156000,3574,5930,-69830,1,9661,,80757
3563,牧德,2010,0.91,425678,153049,503834,4891,3204,44884,53291,1,53002,,153318
3563,牧德,2009,4.55,256715,55428,343237,8460,4287,55726,17593,1,45203,,57009
3563,牧德,2008,9.44,262896,58141,352859,10732,4439,56227,72447,1,60257,,58890
3563,牧德,2007,0.5,261332,72959,353901,15938,8600,50198,-16817,1,59480,,73078
3563,牧德,2006,,249473,45985,284333,18406,9120,11324,9485,1,50994,,46014
3576,聯合再生,2010,6.81,11168535,5638369,20596428,7317591,0,1926637,2431261,1.09,172094,21158,6542414
3576,聯合再生,2009,0,6118562,2741058,11682630,3808545,0,1655698,2846289,0.52,69845,17127,6000007
3576,聯合再生,2008,3.51,5902004,1705990,10964604,3591886,0,1470714,552532,1.41,80967,,5457556
3576,聯合再生,2007,0.18,2239769,1454074,4086497,775062,0,1071666,492128,1.02,21336,,1454141
3576,聯合再生,2006,,515555,312531,930883,411798,0,3530,-492286,0.97,20990,,312531
3579,尚志,2010,1.84,1407507,292026,7476499,1128797,734,34102,233336,1.02,22512,10057,1335760
3579,尚志,2009,2.82,1031053,729661,5906329,784209,1179,47743,489244,1.11,9774,7482,806442
3579,尚志,2008,9.99,492842,412099,5162460,714988,12503,71521,-2126751,1.01,9322,,670130
3579,尚志,2007,12.15,2661160,402483,4978032,159340,5665,6297,1875899,1,2529,,492662
3579,尚志,2006,,698634,131923,1999759,142432,31445,31737,386028,1.01,0,,224399
3583,辛耘,2010,,906058,756231,2004442,384512,0,353347,4539,1.17,58675,,1000568
3583,辛耘,2009,,831507,650027,1766209,398201,6865,172315,-83141,1.14,44040,,765477
3583,辛耘,2008,,1032747,775104,1920281,419005,2624,34758,89498,3.37,38809,,943391
3583,辛耘,2007,,937861,647463,1810264,417732,3400,29978,10274,107.75,31872,,816036
3583,辛耘,2006,,832335,537607,1667754,464336,0,19209,43508,112.99,46681,,733331
3588,通嘉,2010,3.1,1304459,253199,1412168,42831,0,64878,108109,1,125397,5526,256921
3588,通嘉,2009,1.73,1140467,201677,1227063,44598,0,41998,442412,1,105507,8201,203908
3588,通嘉,2008,6.19,574437,148158,672625,59403,0,38785,72644,1,92472,,149527
3588,通嘉,2007,2.52,488005,126693,573906,61337,0,24564,102965,1,75925,,127373
3588,通嘉,2006,,341921,115633,405922,39522,365,24479,105320,1,51527,,120305
3591,艾笛森,2010,2,2937557,901042,4346326,572349,2711,20866,717993,1,67070,15540,926809
3591,艾笛森,2009,2.37,1686331,636263,2722971,458622,971,23152,472375,1,45800,,724330
3591,艾笛森,2008,3.7,891220,266280,1551775,300662,1011,17699,348885,1.01,36952,,303075
3591,艾笛森,2007,0.75,560104,235832,1020194,281332,837,10128,-107339,1.01,29932,,330612
3591,艾笛森,2006,,507117,187303,787926,183340,591,6146,180711,1.01,29249,,234146
3593,力銘,2010,3.84,2700797,1493398,3570495,75420,0,4546,-352752,1,126211,2936,1552499
3593,力銘,2009,6.25,3473650,1949294,4246844,30532,0,6386,467125,1,162080,5050,1997601
3593,力銘,2008,23.97,2122278,957991,2958576,51254,0,172368,371304,1,222377,,1036687
3593,力銘,2007,4,1663247,596571,2501878,78236,0,172339,18890,1,142813,,703614
3593,力銘,2006,,1850305,777731,2300301,93352,79,170867,227160,1.01,106291,,789661
3596,智易,2010,1.81,5912320,2965542,7414180,651530,46471,80084,47400,1.01,574191,7665,2972679
3596,智易,2009,2.56,5594999,2451802,6597113,248760,23974,31393,-741616,1,552528,11063,2456956
