代碼,公司,年,現金股利率,流動資產,流動負債,資產總額,固定資產,無形資產,其他資產,本期產生現金流量,財務槓桿度,營業費用─研究發展,市值(百萬元),負債總額
code,name,year,dividend,ca,cl,asset,fasset,iasset,oasset,cf,leverage,rnd,mv,lia
6155,鈞寶,2006,7.72,698985,335501,1690881,373286,0,5122,-33501,1.03,7308,2039,395816
6164,華興,2010,2.47,733839,356010,2086375,246842,7453,25506,-70857,1.04,33038,2454,638622
6164,華興,2009,1.66,692823,339398,1777446,122145,5729,33523,-48847,1.01,33273,3436,392303
6164,華興,2008,7.81,557213,187430,1610059,124524,9227,48118,-76267,1.03,21683,1242,239269
6164,華興,2007,1.36,760050,387800,1758733,125282,9683,53286,-86699,1.01,28050,3020,438664
6164,華興,2006,3.62,770530,275827,1517659,110008,0,64812,206485,1.01,21828,2104,320731
6165,捷泰,2010,0,663334,55852,1100549,125194,443,6466,-116923,1,13139,862,90277
6165,捷泰,2009,0,865552,195994,1401927,121563,332,14061,235840,-21.99,16198,1353,237933
6165,捷泰,2008,0,401820,380476,2587245,902806,1015,794363,27367,"1,269.67",20752,1281,1625196
6165,捷泰,2007,0,538292,377990,2827638,981451,2230,729070,-258916,0,21908,2040,1622832
6165,捷泰,2006,3.21,754374,170560,1545136,124120,0,13903,-99590,1,24932,1827,208439
6166,凌華,2010,4.73,1709165,1026624,3378657,307614,9164,69748,97087,1.01,344454,6308,1101817
6166,凌華,2009,4.1,1178017,838836,2733442,273773,5931,93213,-74915,1.02,258076,3478,896217
6166,凌華,2008,5.91,1064091,579436,2557845,289324,8236,64770,-126145,1.03,268590,1896,766325
6166,凌華,2007,5.5,1480076,405954,2301385,303819,0,58721,77525,1,239083,3771,476922
6166,凌華,2006,5.64,1233391,390995,2011016,309767,0,49131,48207,1.01,227314,3404,454595
6168,宏齊,2010,2.42,3338481,976443,6512130,1255023,167519,183610,713985,1.05,100121,6568,1919132
6168,宏齊,2009,2.09,2457863,1046917,3846037,788273,179893,221653,17070,1.06,61083,6185,1063087
6168,宏齊,2008,3.64,2329771,842028,3597215,773838,190203,205088,15125,1.06,54966,2896,863096
6168,宏齊,2007,3.05,2432737,922524,3822817,871183,208535,230026,97333,1,55031,5381,1192597
6168,宏齊,2006,1.33,2142735,894400,3320359,708114,222619,236168,-190603,1,48694,5643,908792
6172,互億,2010,0,337456,331432,832650,178920,0,145705,16662,0.9,23476,701,455136
6172,互億,2009,0,346502,198530,802448,212087,0,123341,18241,.,38634,507,359373
6172,互億,2008,0,489356,244501,1027549,308169,0,1657,-92003,0.43,53293,245,349711
6172,互億,2007,0,902606,475248,1462684,315451,0,8780,-186175,.,68659,692,584106
6172,互億,2006,0,1109152,740123,1830524,364922,0,14273,-90424,.,80168,938,909354
6176,瑞儀,2010,6.55,3894647,1296301,15991512,607857,58,184954,477172,1,229580,24703,1343212
6176,瑞儀,2009,4.94,4335553,1246442,15055877,680811,1215,155039,160392,1.07,212562,19249,1291205
6176,瑞儀,2008,8.29,5088043,1635741,15026025,870842,2637,146035,-493069,1.14,219302,8230,1690018
6176,瑞儀,2007,7.14,8199541,3582394,16457796,983167,4308,49912,-1233127,1,219619,16126,3641645
6176,瑞儀,2006,4.8,9326905,4002300,15644852,1078525,1419,56844,357419,1.01,205383,19125,4065277
6183,關貿,2010,5,1402349,321411,2238504,620638,31157,70186,70077,1,34591,3030,365973
6183,關貿,2009,3.68,1271663,267440,2123616,574125,35155,79480,-542137,1,26629,3000,305454
6183,關貿,2008,6.59,1844528,298291,2651735,595849,39904,105045,191730,1.01,18728,2352,328173
6183,關貿,2007,4.47,1957766,295631,2610118,515876,28787,74141,-76526,1,16026,3005,320012
6183,關貿,2006,4.85,1866607,232699,2503754,528254,30512,75979,-49629,1,11358,3035,251688
6189,豐藝,2010,8.29,6139406,3499685,6758306,378730,9717,38767,-112371,1.02,73448,4320,3705064
6189,豐藝,2009,7.95,5634681,3140146,6190541,310503,6798,19498,80052,1.03,66947,4503,3196596
6189,豐藝,2008,16.43,4911853,2351132,5350379,238545,5150,56741,82124,1.12,83784,1734,2480977
6189,豐藝,2007,7.65,6919157,4005517,7230882,79741,7979,66089,119339,1.06,64321,5563,4110906
6189,豐藝,2006,5.2,6131420,4228581,6358205,68549,122,72932,-77489,1.06,54418,3666,4257045
6191,精成科,2010,1.13,7979878,4858273,17015639,1511,83,4583,-143159,1.13,46610,9500,7018113
6191,精成科,2009,2.28,8056363,5903662,16037167,2386,150,4482,920259,1.16,43854,10674,5924641
6191,精成科,2008,0,7485075,5295067,14897569,2690,680,5552,-3632,1.17,44995,3540,5416415
6191,精成科,2007,3.41,7967643,4455636,14103509,3867,3692,8456,295119,1.08,46241,13613,4477296
6191,精成科,2006,4.28,10610575,7175662,15853341,4025,2626,12144,-664052,1.13,60499,15871,7198678
6192,巨路,2010,5.02,2215390,1134856,4263880,748144,4409,114760,29243,1.01,56009,6146,1594012
6192,巨路,2009,4.85,1993646,973271,3924772,818427,3508,72310,185477,1.01,49363,6049,1437361
6192,巨路,2008,3.89,1844893,958368,3605868,818802,4753,59593,64390,1,45004,3397,1462748
6192,巨路,2007,4.95,1736528,833194,3297450,649489,2836,117781,-11664,1,45614,5657,1325249
6192,巨路,2006,7.02,1742124,893799,3160347,582275,0,115069,33483,1.01,39967,3354,1390317
6196,帆宣,2010,5.56,6156857,4208751,8611399,1060137,5367,39796,505505,1.05,181982,2911,4561235
6196,帆宣,2009,1.58,3745714,2073709,6341575,1125297,0,24424,95254,0.92,162095,3070,2697342
6196,帆宣,2008,0,5772607,3766003,8559769,1234611,0,34925,-234815,1.15,246762,1242,4726581
6196,帆宣,2007,2.75,6252997,3868980,8770462,1085817,0,43223,46085,1.19,199469,2673,5127606
6196,帆宣,2006,5.54,6985049,4880529,9380114,1108716,0,49108,206902,1.05,167640,3980,5770653
6197,佳必琪,2010,0,675780,594312,3656703,210277,11256,89212,-398689,1,62927,11276,628145
6197,佳必琪,2009,0.31,1077375,529781,3672991,214876,0,81022,125794,1,97612,14145,579585
6197,佳必琪,2008,0,1114757,641303,3611418,235294,0,86140,-231989,1,99185,6194,697193
6197,佳必琪,2007,1.86,1778916,1204240,4410823,252666,0,94028,438695,1.01,101932,10371,1280554
6197,佳必琪,2006,4.23,1254087,977733,3097469,276091,0,90680,-199323,1.01,97113,7550,1034833
6201,亞弘電,2010,6.92,1725781,530696,2983674,325136,16868,22361,-57782,1,109021,2577,602308
6201,亞弘電,2009,6.78,1850392,731050,3228133,347079,20439,23607,182048,1,114356,2631,811216
6201,亞弘電,2008,11.05,1754593,686732,3188314,344277,30517,35140,170956,1,111192,1614,768484
6201,亞弘電,2007,7.93,1671026,645086,3131680,342973,33409,37035,363673,1,99272,3148,734896
6201,亞弘電,2006,6.68,1686363,787877,3051872,354094,22660,37705,-38754,1,102998,2805,857720
6202,盛群,2010,7.02,3626865,959961,4801739,126956,0,121954,425845,1,580245,10081,1033059
6202,盛群,2009,5.43,3082694,727324,4328055,126577,0,204209,205425,1,476836,10239,800415
6202,盛群,2008,11.31,2838918,615495,4134502,144559,0,242525,-82232,1,523925,4707,686991
6202,盛群,2007,6.1,3291472,772929,4430959,157985,0,147597,453258,1,430717,10780,842421
6202,盛群,2006,5.87,3340621,742243,4409454,177708,0,144437,393839,1,384100,13428,814734
6205,詮欣,2010,2.37,693654,573579,1883588,138259,1253,10928,23324,1,18091,1895,653659
6205,詮欣,2009,4.7,601583,554444,1954949,144786,0,13247,-31554,1.04,27983,2386,657937
6205,詮欣,2008,4.97,737510,746107,1941239,163379,0,16802,-168662,1.06,36691,1189,872861
6205,詮欣,2007,5.69,1039969,642830,2337151,170753,0,20776,60446,1.02,32517,4286,1021909
6205,詮欣,2006,4.32,982859,544725,1760159,172840,0,22773,16396,1,30875,3123,626115
6206,飛捷,2010,5.68,2604216,457723,3521999,658352,845,8579,886719,1.01,115884,6544,1216580
6206,飛捷,2009,4.54,1747164,393543,2400716,443631,966,6637,25281,1,96642,6940,416239
6206,飛捷,2008,8.19,1522981,356157,2139173,396470,1087,7654,-884,1,92029,3843,381813
6206,飛捷,2007,4.74,1737831,459989,2344916,405463,1208,8255,273141,1,69538,7773,479937
6206,飛捷,2006,4.87,1298603,356631,1847981,411032,1020,7215,281721,1,70891,4475,369397
6209,今國光,2010,2,1366125,1357512,5136973,600546,10362,32342,32068,1.01,31202,8128,1414326
6209,今國光,2009,0,1033666,1441287,4808641,534070,11735,49807,341806,1.17,30130,3375,1544929
6209,今國光,2008,0,501463,1050463,4655279,622983,12937,60489,12338,1.06,27533,1185,1296860
6209,今國光,2007,4.08,641770,939804,4565712,659080,10694,33921,-1036563,1.02,33016,3244,1206503
6209,今國光,2006,4.62,1617462,1926577,5453667,685491,15425,53338,-383213,1.01,31127,6215,2065827
6213,聯茂,2010,4.47,2283665,2472452,8794155,686445,86113,206677,-144543,1.1,84718,12699,3087948
6213,聯茂,2009,4.5,2041068,2022561,7529644,772238,3255,123331,175034,1.16,103183,9145,2678315
6213,聯茂,2008,7.74,1575401,1460338,6192558,824997,9582,24199,-200521,1.19,84293,3624,1741060
6213,聯茂,2007,6.66,2435223,1805001,6518309,883705,0,72945,-352196,1.21,105663,10268,1813128
6213,聯茂,2006,5.03,3088340,1673456,6211830,870955,0,118568,545371,1.27,85794,6256,2310238
6214,精誠,2010,4.26,5085511,2326794,15680252,1966156,120764,423936,-200150,1,281328,12501,2392845
6214,精誠,2009,3.94,5082022,1974031,15096734,2053781,117945,389679,-296252,1,262432,13512,2045925
6214,精誠,2008,0,5179125,2570850,14422949,2115715,133468,522091,438843,1,272036,5145,2647993
6214,精誠,2007,3.13,5093353,2439779,17137543,1838210,113650,606607,8054,1,255110,10248,2545234
6214,精誠,2006,9.88,1874603,908160,4152398,198382,52409,130228,21130,1.03,62798,3237,911573
6215,和椿,2010,6.21,1044170,599434,2047745,482692,1067,61248,-5218,1.12,47373,1965,1099328
6215,和椿,2009,0,682423,682316,1544678,412711,0,38545,-85740,1.51,46547,2237,689014
6215,和椿,2008,6.47,674011,459395,1497502,375189,0,43686,22557,1.06,37656,786,619373
6215,和椿,2007,2.78,798609,439203,1468471,374050,0,53791,102920,1.04,34114,2772,618771
6215,和椿,2006,1.69,700821,564246,1364149,387681,0,37663,-14412,1.04,31714,2664,642199
6216,居易,2010,5.32,954514,141982,1238290,149827,373,15213,-39209,1,95387,1655,157575
6216,居易,2009,5.73,981700,157725,1266188,156213,0,25453,-22684,1,93382,2005,171282
6216,居易,2008,12.61,949909,142501,1228767,162849,0,16187,-39214,1,98916,937,152616
6216,居易,2007,12.74,1125478,97938,1344053,170650,0,20304,196250,1,79571,1950,107067
6216,居易,2006,3.63,947952,120740,1168667,179330,0,30273,39545,1,70090,1903,127295
6224,聚鼎,2010,5.88,1213277,317927,1884794,387315,7620,13259,265929,1,63160,4682,324470
6224,聚鼎,2009,3.83,761803,198133,1289696,308361,10191,13543,179871,1.01,66172,4709,205651
6224,聚鼎,2008,11.94,696801,263983,1335215,303221,12774,123316,-60323,1,71252,1210,356129
6224,聚鼎,2007,5.65,746093,190245,1186549,123924,15367,126204,159728,1,65616,2574,198629
6224,聚鼎,2006,5.66,619998,172374,1021153,108485,15005,114602,-31816,1,52373,1851,180481
6225,天瀚,2010,0,468386,567158,1261496,198368,7365,102756,-131825,0.92,37764,2310,619393
6225,天瀚,2009,0,845403,799774,2025015,334639,0,180127,-37985,0.9,52472,4828,1037970
6225,天瀚,2008,0,1359689,1164688,2947938,386371,0,164393,-64177,0.79,108790,862,1277521
6225,天瀚,2007,1.24,1594736,1165771,3248423,388231,0,242371,195959,2.42,108625,3221,1393460
6225,天瀚,2006,0,1252544,891855,2384998,366781,0,274981,-71697,.,94710,1730,1236972
6226,光鼎,2010,0,633535,280289,1505421,58659,1177,2510,-8218,1.31,4208,1440,507203
6226,光鼎,2009,0,398773,247816,1273942,55801,431,5441,5663,0.54,4101,1537,315834
6226,光鼎,2008,0,489647,298902,1243040,58441,636,5742,3881,1.91,7335,519,323446
6226,光鼎,2007,1.61,515879,216351,1121415,63559,1485,5629,-34070,-0.13,11685,1006,245016
6226,光鼎,2006,1.04,576285,218697,1005783,104117,0,7874,38515,1.15,14012,937,273668
6230,超眾,2010,6.48,1809306,727552,2936763,133237,2052,66002,73341,1,93006,3332,789683
6230,超眾,2009,4.35,1825506,757353,2869862,146008,2482,67114,-49731,1,91434,4964,812853
6230,超眾,2008,13.79,1658544,507738,2543451,158548,3934,72404,183771,1,90193,1377,543813
6230,超眾,2007,3.15,2042892,877493,2824403,167476,127,71772,134321,1,66543,2492,997383
6230,超眾,2006,3.68,1865984,951518,2675955,255977,0,5546,43953,1,76197,2346,1044066
6235,華孚,2010,0,224268,58899,1527850,239745,222,20275,-225855,1,0,1884,95733
6235,華孚,2009,0,603582,78982,1839100,266970,3113,23328,295375,1,10055,3225,124112
6235,華孚,2008,0,934287,161718,2948679,382078,30723,361158,-158165,1,29683,1395,329206
6235,華孚,2007,0,1079453,213501,4654982,876377,53944,188920,-231389,1,29395,5707,337092
6235,華孚,2006,1.05,1572527,260757,4654661,971755,32324,86236,103223,-0.19,36194,6751,419000
6239,力成,2010,4.12,24967626,15624757,57830306,24134366,0,2679552,2036782,1.02,877752,70470,23749533
6239,力成,2009,3.39,19564990,14649042,48696334,22273044,0,2833697,4444252,1.06,675885,72628,23372991
6239,力成,2008,5.49,14884120,8712673,43661935,25524071,0,1568903,2310304,1.07,648875,34441,22150201
6239,力成,2007,3.46,8991991,7262337,37680092,25630916,0,1439203,806550,1.04,302033,64252,19906505
6239,力成,2006,2.57,5854223,3607976,26935035,19245514,0,1060498,393242,1.03,162851,64056,13415324
6243,迅杰,2010,3.64,1509210,266536,1667612,22053,0,15462,165127,1,161689,3383,273624
6243,迅杰,2009,2.21,1564187,296499,1670580,26206,0,20952,108002,1,189711,5442,304415
6243,迅杰,2008,2.56,1269726,130881,1377542,26613,0,59187,-3610,1.03,184673,2077,139347
6243,迅杰,2007,3.54,1588188,242407,1710548,14553,0,32532,211324,1.02,142203,7104,251064
6243,迅杰,2006,2.85,1305336,386749,1395455,12832,0,75534,117605,1.01,124899,4742,475841
6251,定穎,2010,0.51,4187041,3148340,9532623,903929,10653,14309,244990,1.04,59279,5150,4647261
6251,定穎,2009,5.19,4623590,3484011,9725436,960930,17944,47108,-203935,1.02,58253,10120,4150621
6251,定穎,2008,23.08,3564611,2478339,8332946,1059221,23900,62688,243399,1.04,59487,,3223368
6251,定穎,2007,6.15,4561978,3355344,8610816,1063028,32996,73855,-155121,1.04,57928,,3841774
6251,定穎,2006,5.8,5051813,2924120,7508561,853907,13014,37304,-334422,1.05,44901,,3474989
6257,矽格,2010,8.42,4165799,1420609,9436918,4360744,23353,117096,776235,1.02,135531,9601,2564206
6257,矽格,2009,5.76,2929986,1407642,7980928,4277916,173,68410,324410,1.05,94014,6479,2460058
6257,矽格,2008,7.07,2367197,1290238,8013760,4857098,1347,95099,717901,1.11,108413,2185,2903855
6257,矽格,2007,6.3,1969915,1157247,7751150,5189832,1109,107496,149785,1.04,145867,5023,2531856
6257,矽格,2006,7.36,1651679,979559,6708047,4646715,764,74971,-443226,1.04,122702,5658,2255124
6269,台郡,2010,3.62,2463780,1318118,3682973,396249,0,24331,-439674,1.01,121809,7878,1449910
6269,台郡,2009,2.79,2121136,1044153,3185089,352270,0,22350,370053,1.01,102372,7337,1192728
6269,台郡,2008,8,1499023,638600,2550224,384677,0,22978,146598,1.03,102130,1197,863425
6269,台郡,2007,0,1263764,584852,2296845,480523,0,32435,97110,0.06,64457,2266,905652
6269,台郡,2006,0,1490220,637148,2526886,548943,0,54836,111876,.,82457,1965,1235881
6271,同欣電,2010,3.11,3589745,1490103,7136113,1662578,113596,163407,1533303,1,64577,18222,1627542
6271,同欣電,2009,2.64,1994721,751977,4603410,1083907,118100,160253,174954,1,38740,14197,942758
6271,同欣電,2008,8.65,1467097,435390,3939191,1020773,1918,44654,-279800,1.01,43971,3304,663244
6271,同欣電,2007,3.68,1636867,541393,3281107,759414,2394,59712,678224,1.01,36616,9376,700423
6271,同欣電,2006,3.33,620251,432051,1996627,603471,41295,48327,-28264,1.02,31419,,638534
6277,宏正,2010,7.75,1257805,1022444,3984509,1323965,71879,629986,7579,1,324721,6320,1108176
6277,宏正,2009,4.53,1030136,740837,3611787,1673035,109725,296503,-132426,1,324955,7908,931640
6277,宏正,2008,5.96,1428514,499570,3219006,1026012,119725,287552,3470,1,350070,4627,712902
6277,宏正,2007,4.62,1510723,484234,3531096,1084158,131659,438647,-267847,1,295540,10273,760956
6277,宏正,2006,5.98,1577373,417605,3241695,926025,110507,281720,394669,1,184508,8877,639430
6278,台表科,2010,4.12,2856648,1948365,10800354,770329,0,3951,301327,1.02,31665,14854,2852074
6278,台表科,2009,2.94,2528954,2024594,8747182,567062,0,4144,-345203,1.08,26162,16717,2698533
6278,台表科,2008,6.64,1783307,1438137,7247615,599061,0,6440,704204,1.21,33982,3721,2141957
6278,台表科,2007,3.5,2687375,2298321,7560011,722442,0,9843,-221623,1.1,22319,7945,2911244
6278,台表科,2006,2.89,2290208,1750575,5591953,719074,0,13497,135961,1.2,22811,8166,2122324
6281,全國電,2010,7.37,3637166,1818498,4080486,91253,241,352067,-261273,1,0,4685,1932262
6281,全國電,2009,6.18,3783870,2075830,4256703,112472,258,360361,508764,1,0,5712,2166471
6281,全國電,2008,12.24,3812126,1828063,4363677,145232,0,406319,928655,1,0,3457,1885996
6281,全國電,2007,6.25,4412306,2364315,4922077,153459,0,356312,417234,1,0,7089,2415181
6281,全國電,2006,7.74,4038395,2060458,4505643,125930,0,341318,-227581,1,0,5311,2111057
6282,康舒,2010,5.14,7645750,5852729,13549409,1036697,56896,115037,-386473,1,749282,12836,6285198
6282,康舒,2009,5.76,7285464,5300787,12915032,981108,24820,69748,-137432,1,614230,14351,5761581
6282,康舒,2008,12.15,7193336,4133439,11378768,961215,24033,88022,742290,1,584209,6088,4519617
6282,康舒,2007,5.95,7453065,4718159,11400763,978843,36918,102030,45763,1.01,515970,8082,5083293
6282,康舒,2006,0,5510012,3813305,9344283,997788,54148,111097,-1351293,1.01,562657,6097,4110823
6283,淳安,2010,0,595815,416377,1865425,43069,3290,4990,12701,1.03,2949,1395,500154
6283,淳安,2009,0,607674,638518,1951027,42563,6301,7999,-10760,1.79,3137,1639,702977
6283,淳安,2008,0,792913,685437,2240031,45220,3962,10575,44524,1.17,7294,1049,788624
6283,淳安,2007,1.77,775065,504970,2041768,46483,76,2150,12639,1,5217,2124,608102
6283,淳安,2006,2.71,616719,325063,1675612,47856,0,3134,-37663,1.02,8371,1908,417465
6285,啟碁,2010,5.06,10155058,7044237,15315382,2006356,36874,263222,611944,1.01,1177885,18833,7190304
6285,啟碁,2009,3.2,7201142,4251420,10948763,1617820,27541,223926,-180488,1.02,893746,13970,4319829
6285,啟碁,2008,4.47,7929401,4509288,10490773,958430,40825,244950,898652,1.09,827546,5184,4522736
6285,啟碁,2007,3.37,8848452,5121403,11045912,723772,109061,476443,420982,1.07,749273,11645,5194132
6285,啟碁,2006,3.57,9123398,5723465,10995237,844617,91195,291560,283589,1.03,717262,13623,5723465
6288,聯嘉,2010,0.56,804042,266434,1674655,287725,1345,70258,-12803,1.02,53777,,314856
6288,聯嘉,2009,,613016,203326,1324359,97498,1098,88440,47413,1.02,50077,,217155
6288,聯嘉,2008,,800847,263342,1250027,71508,372,85367,1567,1.02,47989,,276677
6288,聯嘉,2007,,522312,173730,978341,82202,323,74164,799,1.56,48438,,190700
6288,聯嘉,2006,,751941,291456,1042415,133129,2289,111426,,0.59,,,340803
6289,華上,2010,0,1552672,657698,3550766,860408,33203,93626,117125,0.99,60816,2989,850194
6289,華上,2009,0,1205895,602369,3301180,1138049,37169,130967,-162816,0.99,84060,4804,602369
6289,華上,2008,0,1498198,2208368,4687814,1854860,43607,196955,-530631,0.86,84453,902,2208368
6289,華上,2007,0,3038459,1080896,6625712,2291352,49174,172287,-1320375,-0.2,144966,6492,2874721
6289,華上,2006,1.79,4024465,955318,6340530,1988555,0,157701,1688330,1.07,176213,7984,2672981
6405,悅城,2010,,378032,143267,572527,114872,0,17280,178280,1.01,4947,,172304
6405,悅城,2009,,99061,39044,156030,51545,0,5424,-2209,1.03,2315,,47384
6405,悅城,2008,,56360,26163,137075,62734,0,17981,-25584,0.96,2838,,37903
6409,旭隼,2010,,1008474,586075,1208887,22401,6812,9834,232012,1.03,20676,,586075
6409,旭隼,2009,,513224,321395,614215,28373,6311,8172,61317,1.01,8507,,325836
6409,旭隼,2008,,276460,133255,311737,11519,4691,15441,,1,,,133255
6412,群電,2010,,6709479,2451701,7328812,70105,10545,13239,-146135,1.1,597129,,4031793
6412,群電,2009,,5799801,2753146,6235484,40623,8614,11703,200774,1,304965,,3563148
6414,樺漢,2010,,889353,250266,909979,17995,535,2631,143062,1,,,252226
6414,樺漢,2009,,771986,223143,790048,13967,580,4095,39107,1,,,224290
6416,瑞祺電通,2010,,776154,316375,930529,28120,3303,5718,-1548,1.02,64537,,316375
6416,瑞祺電通,2009,,475565,235180,685823,26857,1096,168569,-83290,1.05,49469,,368970
6442,光聖,2010,,1738390,950556,2532970,112659,37309,63969,10782,1.02,43011,,1054918
6443,元晶,2010,,1813372,264231,3162697,1338768,0,10557,1538990,.,1,,264231
6449,鈺邦,2010,,790710,446102,1064331,22352,0,8853,95284,1.08,51287,,469620
8011,台通,2010,5.72,762499,314788,1394647,370949,0,69062,38515,1.02,0,2739,458742
8011,台通,2009,,796333,420041,1413625,396354,0,52628,22106,1.04,0,,570743
8011,台通,2008,,751614,582796,1434100,430168,0,73473,52943,1.23,0,,773778
8011,台通,2007,,908448,795246,1584126,457456,0,53051,-4671,2.63,0,,1011305
8011,台通,2006,,748662,810486,1424516,468637,0,41145,6526,1.59,0,,880468
8016,矽創,2010,3.58,3550676,1406373,4744940,346503,6808,407670,-105726,1,690387,7591,1419988
8016,矽創,2009,3.08,3325766,1024852,4084226,247792,5941,226730,525538,1,589888,7506,1034135
8016,矽創,2008,3.33,2857157,959442,3560669,211752,10212,249508,-567922,1.01,696966,3340,961957
8016,矽創,2007,3.93,3695478,1385262,4462837,221509,19376,275373,113216,1,515869,11786,1385958
8016,矽創,2006,4.52,2732206,925744,3374933,207968,8233,250571,351024,1,436828,8031,927098
8021,尖點,2010,2.58,877228,393829,4435012,1390504,0,42826,21282,1.13,32972,4330,1354213
8021,尖點,2009,0.87,887010,503239,4183822,1564074,0,67188,-190254,1.33,22584,4451,1280145
8021,尖點,2008,0.68,1254899,571680,4399220,1734551,0,55904,332505,1.27,39521,1563,1920260
8021,尖點,2007,3.53,1183344,842178,4183746,1901401,0,20565,-47504,1.08,36517,7542,1717658
8021,尖點,2006,3.67,997918,720651,3107361,1469448,0,52283,98547,1.09,36220,5633,1277494
8028,昇陽半導體,2007,0,1554430,1036107,2514731,890843,0,69458,43914,6.11,31326,,1707886
8028,昇陽半導體,2006,0,629676,376334,1546092,846737,0,69679,-5803,1.27,19827,,728001
8039,台虹,2010,3.71,4782932,2001950,7200960,657611,16904,26263,780336,1.03,75015,11998,2689063
8039,台虹,2009,2.13,3722623,1460002,5340178,758954,8985,17733,338603,1.03,58155,9648,1677764
8039,台虹,2008,9.72,3083861,1057662,4793839,868803,11026,19928,539862,0.94,76678,2003,1324916
8039,台虹,2007,1.2,2750574,1010620,4519532,990797,14113,28486,142720,1.03,155061,4395,1281681
8039,台虹,2006,2.16,2141362,1120079,3694368,1083255,5609,30536,163915,1.04,121450,4624,1468587
8046,南電,2010,0.35,20523138,4728055,38854671,11092965,74492,74495,2352970,1,0,67736,6038172
8046,南電,2009,4.37,25349968,3635962,39981913,7487976,60682,62274,-6129663,1,0,77223,4944811
8046,南電,2008,10.19,22155353,2991537,39894946,9177087,74924,76586,3590568,1,0,42652,4380335
8046,南電,2007,5.61,25760741,4929311,44677155,9735812,24573,26255,-3015482,1.01,0,136873,6167685
8046,南電,2006,6.68,29336134,6375154,47779916,10362128,34532,37464,7200339,1.01,0,135325,7363214
8070,長華,2010,5.59,3772429,2225504,7154289,538007,277542,351452,-283023,1.06,0,10598,3953379
8070,長華,2009,3.42,4034311,2295614,6956066,505694,277542,307655,-124333,1.05,0,10725,3933875
8070,長華,2008,4.97,2645913,1220347,5032724,542484,277542,292757,390709,1.05,0,2460,2747571
8070,長華,2007,4.09,3608594,2801053,5427744,407852,399941,418260,-147475,1.06,0,8998,2845407
8070,長華,2006,4.04,3513916,1074760,4600879,214958,3819,103381,320684,1.02,0,8456,2454379
8072,陞泰,2010,7.96,3826087,596899,5006910,802802,2502,55044,255329,1,128935,8790,600857
8072,陞泰,2009,5.58,3693269,601087,4878926,823812,0,56506,399291,1,123447,10750,605369
8072,陞泰,2008,7.36,3462893,385521,4568397,821043,0,22008,-351163,1,127960,8150,390479
8072,陞泰,2007,2.81,4033722,536630,4290405,230965,0,21188,455465,1,87186,18609,545942
8072,陞泰,2006,6.05,3698495,532965,3839293,115150,0,21130,389034,1,77503,12581,543375
8081,致新,2010,6.43,3838061,1127099,5160256,462960,521745,686238,163365,1,395381,12049,1137139
8081,致新,2009,3.93,3842079,886733,4692590,100310,556757,582701,20599,1,333068,16032,895490
8081,致新,2008,7.22,3265446,663912,4084858,126100,603411,629990,-100442,1,256068,7247,673433
8081,致新,2007,3.53,2364981,455214,2672698,128006,0,16271,291774,1,150042,12992,462907
8081,致新,2006,2.63,1749852,395701,1855571,90139,508,5468,145904,1,106522,10841,403524
8101,華冠,2010,0,6199990,4933334,9074088,341821,83689,322015,707249,1.04,476037,8005,5199103
8101,華冠,2009,0,2479732,1972883,5583962,414448,182190,360944,-914753,1.08,289168,5416,2075535
8101,華冠,2008,0,4451879,4323296,7793497,719987,226237,348317,-242530,0.96,1193922,1843,4360579
8101,華冠,2007,0,4563809,4521127,8825575,962257,474712,631888,159654,0.93,1108926,7410,4564351
8101,華冠,2006,1.81,4568378,2198507,7966096,804610,536141,661051,88940,1.28,837658,9517,3081814
8103,瀚荃,2010,7.95,819800,504790,2378837,170378,281,7063,214043,1.04,17857,2954,819237
8103,瀚荃,2009,4.39,509065,462198,1832495,178196,284,10626,62445,1.05,16907,2805,564484
8103,瀚荃,2008,9.54,415994,386724,1592813,197085,2716,10121,40884,1.04,19456,1206,419214
8103,瀚荃,2007,4.81,519143,157422,1412585,174655,6846,19443,-49054,1.04,19466,2802,219503
8103,瀚荃,2006,4.45,531877,107784,1220995,192556,0,12290,68166,1.03,17874,2265,330285
8105,凌巨,2010,0,6231591,4419711,15307505,4855554,879906,1023326,-729281,.,191387,8804,6685131
8105,凌巨,2009,0,4746251,3992284,13136265,4368083,1129834,1191548,391756,0.73,164799,8633,4578259
8105,凌巨,2008,0,4404400,4212246,14040847,5100212,1415594,1483720,-1763876,1.24,180641,4265,5061802
8105,凌巨,2007,4.71,5887168,5683485,12825150,4108033,0,101828,2979090,1.46,99350,11613,6175172
8105,凌巨,2006,4.03,2260453,2104605,5479691,1201417,0,70359,-80387,1.86,156184,5176,2351461
8110,華東,2010,3.08,4525021,4000020,16640956,9917557,0,261348,637936,1.1,39281,7532,9514796
8110,華東,2009,0.7,4235452,3769845,11948656,5521113,0,349437,-396641,1.5,37656,8249,5632959
8110,華東,2008,0,4108270,2706330,11553228,5877876,0,397311,350034,1.4,42012,2027,5736843
8110,華東,2007,2.16,4426040,2918839,12239684,6057857,0,314955,234808,1.1,60739,6198,6061613
8110,華東,2006,3.55,4165374,3309980,10489917,4483755,0,343617,161261,1.1,37067,11150,4664984
8112,至上,2010,6.05,5162100,2165977,6740193,263634,0,19049,59902,1.1,5743,4462,3275628
